/home/julia/Mariner-Migration-Project/AD-Platform-Redis/scripts/getca.sh,[2],apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/dev/arm/cloudinit.sh,"[6, 7, 9, 10]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/dev/arm/cloudinit.sh,"[12, 13, 14, 15]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/ests/arm/cloudinit.sh,"[5, 157, 158, 160]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/ests/arm/cloudinit.sh,"[139, 140, 192, 193, 194, 195]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/ests/arm/cloudinit.sh,[85],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/dds/arm/cloudinit.sh,"[5, 157, 158, 160]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/dds/arm/cloudinit.sh,"[139, 140, 193, 194, 195, 196]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/dds/arm/cloudinit.sh,[85],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/graph/arm/cloudinit.sh,"[5, 92, 93, 95]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/teams/graph/arm/cloudinit.sh,"[77, 78, 98, 99, 100, 101]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/plays/rebootnodeorreloadservice.yml,[25],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/plays/redisstopservices.yml,"[29, 60]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/plays/redishealthcheckafterreboot.yml,[36],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/plays/stoporchestrator.yml,[5],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/build/create_inventory_deb.sh,[43],dpkg,rpm, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/build/create_deb.sh,[40],dpkg,rpm, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/build/prereqs.sh,"[7, 8]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/build/prereqs.sh,[5],dpkg,rpm, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/benchmark/HowToBenchmarkRedis.md,[42],apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/CorpSubscriptionCluster/mgmt_init.sh,"[4, 6]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/CorpSubscriptionCluster/README.md,"[66, 68]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/CorpSubscriptionCluster/README.md,[23],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/README.md,[27],apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/OneboxClusterBuilder/telegraf.conf,"[61, 62, 327, 1176, 1180, 1207, 1596, 1690, 1696, 2548, 2550, 2972, 3157, 3427, 3674, 4492, 5379, 5600, 5651, 5841, 5879, 5928]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/OneboxClusterBuilder/redis_install.sh,"[2, 3]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/OneboxClusterBuilder/install_telegraf_influxdb_grafana.sh,"[5, 11, 12, 19, 45, 47]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/OneboxClusterBuilder/install_telegraf_influxdb_grafana.sh,[46],apt-cache,dnf,see documentation for apt-cache
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/tools/playground/OneboxClusterBuilder/install_telegraf_influxdb_grafana.sh,"[26, 27]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/redis/tasks/redisoperations.yml,[23],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/redis/tasks/main.yml,"[102, 108, 163]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/redis/tasks/orchestratorrollback.yml,"[2, 7]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/redis/tasks/repromote.yml,[55],service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/redis/files/pkgs/repromote/clusterdefault.py,"[167, 169]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/tasks/main.yml,[257],apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/tasks/main.yml,[266],apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/tasks/main.yml,[262],dpkg,rpm, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/tasks/main.yml,"[87, 222, 293]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/tasks/main.yml,"[82, 84]",ufw,iptables, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/files/zshrc,"[2881, 2882, 2883]",apt-get,dnf,see documentation for apt-get
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/files/zshrc,[2691],dpkg-query,rpm-query, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/common/files/zshrc,"[2982, 2983]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/geneva/tasks/main.yml,[4],apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/geneva/files/test/test_telegraf_machine_update_and_reboot_state.py,[37],apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/geneva/files/metrics_collector/telegraf_machine_update_and_reboot_state.py,[44],apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/roles/geneva/templates/telegraf.conf.j2,"[69, 70, 328, 1108, 1112, 1139, 2204, 2206, 2645, 2807, 3067, 3303, 4001, 4842, 5054, 5134, 5172, 5217]",service,systemctl, 
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/README.md,"[126, 128]",apt,dnf,tndf/yum
/home/julia/Mariner-Migration-Project/AD-Platform-Redis/README.md,"[72, 262, 276]",service,systemctl, 
